electrode,time,NMSE
FP1,   ,3.6528
FP2,   ,4.9047
F3,   ,0.4918
F4,   ,0.6347
C3,   ,0.1426
C4,   ,0.1874
P3,   ,0.0726
P4,   ,0.0543
O1,   ,0.0195
O2,   ,0.0141
F7,   ,0.7663
F8,   ,0.9790
T3,   ,0.3805
T4,   ,0.5420
T5,   ,0.1038
T6,   ,0.0402
Fz,   ,0.7705
Cz,   ,0.1877
Pz,   ,0.0565
sum,4.06,14.0010
