electrode,time,NMSE
FP1,   ,6.5900
FP2,   ,2.5687
F3,   ,0.8216
F4,   ,0.3312
C3,   ,0.1859
C4,   ,0.0782
P3,   ,0.0823
P4,   ,0.0278
O1,   ,0.0379
O2,   ,0.0099
F7,   ,2.1658
F8,   ,0.6699
T3,   ,0.6116
T4,   ,0.0853
T5,   ,0.0865
T6,   ,0.0224
Fz,   ,0.6200
Cz,   ,0.1407
Pz,   ,0.0486
sum,2.61,15.1840
