electrode,time,NMSE
FP1,   ,0.9743
FP2,   ,0.8415
F3,   ,0.4522
F4,   ,0.3374
C3,   ,0.4270
C4,   ,0.4742
P3,   ,0.7523
P4,   ,0.8185
O1,   ,0.6598
O2,   ,0.7736
F7,   ,0.7026
F8,   ,0.5172
T3,   ,0.2655
T4,   ,0.3226
T5,   ,0.7073
T6,   ,0.7826
Fz,   ,0.3983
Cz,   ,0.4754
Pz,   ,0.7861
sum,0.61,11.4684
