electrode,time,NMSE
FP1,   ,3.7270
FP2,   ,3.5983
F3,   ,0.4733
F4,   ,0.2420
C3,   ,0.0856
C4,   ,0.0928
P3,   ,0.0180
P4,   ,0.0216
O1,   ,0.0126
O2,   ,0.0091
F7,   ,0.9947
F8,   ,0.9032
T3,   ,0.2186
T4,   ,0.2434
T5,   ,0.0260
T6,   ,0.0284
Fz,   ,0.5278
Cz,   ,0.0948
Pz,   ,0.0149
sum,3.23,11.3322
