electrode,time,NMSE
FP1,   ,0.7464
FP2,   ,0.7354
F3,   ,0.3231
F4,   ,0.2735
C3,   ,0.0963
C4,   ,0.0779
P3,   ,0.0210
P4,   ,0.0240
O1,   ,0.0184
O2,   ,0.0177
F7,   ,0.3739
F8,   ,0.2891
T3,   ,0.1222
T4,   ,0.0676
T5,   ,0.0359
T6,   ,0.0334
Fz,   ,0.1852
Cz,   ,0.0577
Pz,   ,0.0167
sum,3.24,3.5153
