electrode,time,NMSE
FP1,   ,1.9544
FP2,   ,1.4266
F3,   ,0.5697
F4,   ,0.3836
C3,   ,0.4116
C4,   ,0.3514
P3,   ,0.2597
P4,   ,0.2911
O1,   ,0.2655
O2,   ,0.3061
F7,   ,0.9265
F8,   ,0.5969
T3,   ,0.2756
T4,   ,0.2625
T5,   ,0.2388
T6,   ,0.4577
Fz,   ,0.5183
Cz,   ,0.4011
Pz,   ,0.2597
sum,1.63,10.1569
