electrode,time,NMSE
FP1,   ,0.3982
FP2,   ,0.6628
F3,   ,0.0845
F4,   ,0.1005
C3,   ,0.0223
C4,   ,0.0358
P3,   ,0.0106
P4,   ,0.0114
O1,   ,0.0048
O2,   ,0.0085
F7,   ,0.0522
F8,   ,0.0562
T3,   ,0.0411
T4,   ,0.0223
T5,   ,0.0094
T6,   ,0.0281
Fz,   ,0.1717
Cz,   ,0.0421
Pz,   ,0.0106
sum,2.30,1.7728
