electrode,time,NMSE
FP1,   ,1.0413
FP2,   ,1.2885
F3,   ,0.5852
F4,   ,0.4939
C3,   ,0.2333
C4,   ,0.4167
P3,   ,0.0659
P4,   ,0.1076
O1,   ,0.0778
O2,   ,0.1646
F7,   ,0.5864
F8,   ,0.4109
T3,   ,0.5486
T4,   ,0.2496
T5,   ,0.1800
T6,   ,0.1200
Fz,   ,0.5963
Cz,   ,0.2390
Pz,   ,0.1433
sum,1.75,7.5486
