electrode,time,NMSE
FP1,   ,1.4244
FP2,   ,1.1716
F3,   ,0.4065
F4,   ,0.2888
C3,   ,0.3878
C4,   ,0.3602
P3,   ,0.3515
P4,   ,0.6562
O1,   ,0.3437
O2,   ,0.3624
F7,   ,2.2005
F8,   ,0.4858
T3,   ,1.2413
T4,   ,0.5962
T5,   ,0.3678
T6,   ,0.3559
Fz,   ,0.7200
Cz,   ,0.4666
Pz,   ,0.7947
sum,13.16,12.9818
