electrode,time,NMSE
FP1,   ,0.7878
FP2,   ,0.8705
F3,   ,0.6914
F4,   ,0.6768
C3,   ,0.6229
C4,   ,0.6416
P3,   ,0.2869
P4,   ,0.3363
O1,   ,0.2104
O2,   ,0.2242
F7,   ,0.6742
F8,   ,0.6634
T3,   ,0.5466
T4,   ,0.3731
T5,   ,0.1684
T6,   ,0.2661
Fz,   ,0.7735
Cz,   ,0.7017
Pz,   ,0.4689
sum,0.58,9.9847
