electrode,time,NMSE
FP1,   ,0.3839
FP2,   ,0.2507
F3,   ,0.0652
F4,   ,0.0412
C3,   ,0.0168
C4,   ,0.0144
P3,   ,0.0047
P4,   ,0.0075
O1,   ,0.0056
O2,   ,0.0047
F7,   ,0.0701
F8,   ,0.0358
T3,   ,0.0211
T4,   ,0.0099
T5,   ,0.0081
T6,   ,0.0177
Fz,   ,0.0560
Cz,   ,0.0129
Pz,   ,0.0058
sum,2.72,1.0321
