electrode,time,NMSE
FP1,   ,2.0458
FP2,   ,3.9326
F3,   ,0.7338
F4,   ,0.4825
C3,   ,0.7102
C4,   ,0.1705
P3,   ,0.7235
P4,   ,0.1490
O1,   ,0.7565
O2,   ,0.0822
F7,   ,0.7955
F8,   ,0.6149
T3,   ,0.6818
T4,   ,0.3163
T5,   ,0.7428
T6,   ,0.1909
Fz,   ,0.7338
Cz,   ,0.2778
Pz,   ,0.3885
sum,0.60,14.5288
