electrode,time,NMSE
FP1,   ,1.6875
FP2,   ,1.7518
F3,   ,0.2728
F4,   ,0.2260
C3,   ,0.2141
C4,   ,0.2638
P3,   ,0.2437
P4,   ,0.2685
O1,   ,0.3069
O2,   ,0.2992
F7,   ,0.5407
F8,   ,0.3037
T3,   ,0.3054
T4,   ,0.2793
T5,   ,0.3192
T6,   ,0.2795
Fz,   ,0.3000
Cz,   ,0.2520
Pz,   ,0.2352
sum,0.75,8.3494
