electrode,time,NMSE
FP1,   ,0.3281
FP2,   ,0.6552
F3,   ,0.1594
F4,   ,0.3613
C3,   ,0.1937
C4,   ,0.2569
P3,   ,0.3272
P4,   ,0.1612
O1,   ,0.2260
O2,   ,0.1724
F7,   ,0.3482
F8,   ,0.3518
T3,   ,0.3147
T4,   ,0.2139
T5,   ,0.2359
T6,   ,0.2747
Fz,   ,0.2978
Cz,   ,0.1932
Pz,   ,0.3373
sum,1.29,5.4089
