electrode,time,NMSE
FP1,   ,1.0254
FP2,   ,1.5309
F3,   ,0.3527
F4,   ,0.4037
C3,   ,0.1671
C4,   ,0.2095
P3,   ,0.1432
P4,   ,0.1379
O1,   ,0.1969
O2,   ,0.0712
F7,   ,0.2395
F8,   ,0.1230
T3,   ,0.1571
T4,   ,0.2649
T5,   ,0.4388
T6,   ,0.1409
Fz,   ,0.3880
Cz,   ,0.1634
Pz,   ,0.1381
sum,1.75,6.2923
