electrode,time,NMSE
FP1,   ,1.6365
FP2,   ,1.2552
F3,   ,0.5622
F4,   ,0.4265
C3,   ,0.1385
C4,   ,0.1359
P3,   ,0.0337
P4,   ,0.0249
O1,   ,0.0362
O2,   ,0.0312
F7,   ,1.2458
F8,   ,0.7277
T3,   ,0.3684
T4,   ,0.2073
T5,   ,0.0707
T6,   ,0.0316
Fz,   ,0.3678
Cz,   ,0.0979
Pz,   ,0.0190
sum,4.56,7.4172
