electrode,time,NMSE
FP1,   ,1.7879
FP2,   ,2.8342
F3,   ,0.2745
F4,   ,0.4642
C3,   ,0.0726
C4,   ,0.1044
P3,   ,0.0423
P4,   ,0.0428
O1,   ,0.0201
O2,   ,0.0133
F7,   ,0.2484
F8,   ,0.1483
T3,   ,0.0437
T4,   ,0.0576
T5,   ,0.0381
T6,   ,0.0417
Fz,   ,0.0703
Cz,   ,0.0909
Pz,   ,0.0384
sum,4.11,6.4336
