electrode,time,NMSE
FP1,   ,2.6770
FP2,   ,3.3041
F3,   ,0.5891
F4,   ,0.7201
C3,   ,0.1572
C4,   ,0.1620
P3,   ,0.0587
P4,   ,0.0631
O1,   ,0.0244
O2,   ,0.0298
F7,   ,1.2145
F8,   ,1.9236
T3,   ,0.2140
T4,   ,0.2717
T5,   ,0.0746
T6,   ,0.1270
Fz,   ,0.6257
Cz,   ,0.1413
Pz,   ,0.0505
sum,2.59,12.4284
