electrode,time,NMSE
FP1,   ,0.4926
FP2,   ,0.4905
F3,   ,0.0649
F4,   ,0.0805
C3,   ,0.0149
C4,   ,0.0577
P3,   ,0.0071
P4,   ,0.0369
O1,   ,0.0034
O2,   ,0.0293
F7,   ,0.0528
F8,   ,0.0841
T3,   ,0.0109
T4,   ,0.0610
T5,   ,0.0041
T6,   ,0.0253
Fz,   ,0.1150
Cz,   ,0.0211
Pz,   ,0.0239
sum,2.88,1.6761
