electrode,time,NMSE
FP1,   ,1.1716
FP2,   ,1.2906
F3,   ,0.7284
F4,   ,0.8092
C3,   ,0.7446
C4,   ,0.7004
P3,   ,0.6661
P4,   ,0.5771
O1,   ,0.4126
O2,   ,0.7497
F7,   ,0.6407
F8,   ,0.3907
T3,   ,0.7229
T4,   ,0.5577
T5,   ,0.3004
T6,   ,0.7475
Fz,   ,0.4408
Cz,   ,0.7494
Pz,   ,0.6602
sum,13.47,13.0607
