electrode,time,NMSE
FP1,   ,0.1380
FP2,   ,0.1767
F3,   ,0.0217
F4,   ,0.0197
C3,   ,0.0070
C4,   ,0.0051
P3,   ,0.0021
P4,   ,0.0020
O1,   ,0.0066
O2,   ,0.0089
F7,   ,0.0232
F8,   ,0.0501
T3,   ,0.0114
T4,   ,0.0020
T5,   ,0.0045
T6,   ,0.0015
Fz,   ,0.0234
Cz,   ,0.0054
Pz,   ,0.0023
sum,4.95,0.5114
