electrode,time,NMSE
FP1,   ,0.9042
FP2,   ,1.3014
F3,   ,0.3228
F4,   ,0.4212
C3,   ,0.1325
C4,   ,0.1299
P3,   ,0.1938
P4,   ,0.2195
O1,   ,0.3167
O2,   ,0.3693
F7,   ,1.2262
F8,   ,1.3521
T3,   ,0.4617
T4,   ,0.4335
T5,   ,0.3563
T6,   ,0.2681
Fz,   ,0.2607
Cz,   ,0.1107
Pz,   ,0.1724
sum,0.60,8.9529
