electrode,time,NMSE
FP1,   ,0.0242
FP2,   ,0.0263
F3,   ,0.0081
F4,   ,0.0048
C3,   ,0.0015
C4,   ,0.0012
P3,   ,0.0010
P4,   ,0.0012
O1,   ,0.0061
O2,   ,0.0028
F7,   ,0.0111
F8,   ,0.0092
T3,   ,0.0011
T4,   ,0.0035
T5,   ,0.0036
T6,   ,0.0006
Fz,   ,0.0066
Cz,   ,0.0009
Pz,   ,0.0023
sum,2.98,0.1162
