electrode,time,NMSE
FP1,   ,0.2899
FP2,   ,0.3923
F3,   ,0.0425
F4,   ,0.1199
C3,   ,0.0445
C4,   ,0.0361
P3,   ,0.0148
P4,   ,0.0103
O1,   ,0.0153
O2,   ,0.0057
F7,   ,0.5808
F8,   ,0.1125
T3,   ,0.2505
T4,   ,0.1145
T5,   ,0.0194
T6,   ,0.0201
Fz,   ,0.1215
Cz,   ,0.0295
Pz,   ,0.0074
sum,2.74,2.2275
