electrode,time,NMSE
FP1,   ,0.1472
FP2,   ,0.0489
F3,   ,0.0240
F4,   ,0.0075
C3,   ,0.0047
C4,   ,0.0027
P3,   ,0.0007
P4,   ,0.0004
O1,   ,0.0015
O2,   ,0.0007
F7,   ,0.0228
F8,   ,0.0064
T3,   ,0.0037
T4,   ,0.0007
T5,   ,0.0020
T6,   ,0.0005
Fz,   ,0.0189
Cz,   ,0.0046
Pz,   ,0.0011
sum,3.37,0.2989
