electrode,time,NMSE
FP1,   ,2.2392
FP2,   ,2.6268
F3,   ,0.4645
F4,   ,0.4638
C3,   ,0.4109
C4,   ,0.2432
P3,   ,0.4749
P4,   ,0.1726
O1,   ,0.2972
O2,   ,0.0922
F7,   ,0.4063
F8,   ,0.2787
T3,   ,0.1832
T4,   ,0.2792
T5,   ,0.3231
T6,   ,0.0868
Fz,   ,0.7345
Cz,   ,0.4962
Pz,   ,0.4990
sum,0.63,10.7721
