electrode,time,NMSE
FP1,   ,0.9667
FP2,   ,0.6740
F3,   ,0.2722
F4,   ,0.1867
C3,   ,0.0766
C4,   ,0.0624
P3,   ,0.0224
P4,   ,0.0293
O1,   ,0.0045
O2,   ,0.0168
F7,   ,0.3790
F8,   ,0.2692
T3,   ,0.1569
T4,   ,0.1141
T5,   ,0.0188
T6,   ,0.0129
Fz,   ,0.2627
Cz,   ,0.0939
Pz,   ,0.0169
sum,13.20,3.6361
