electrode,time,NMSE
FP1,   ,9.3136
FP2,   ,9.2501
F3,   ,1.0534
F4,   ,1.1833
C3,   ,0.2397
C4,   ,0.2400
P3,   ,0.0607
P4,   ,0.0642
O1,   ,0.0605
O2,   ,0.0865
F7,   ,1.7558
F8,   ,2.1476
T3,   ,0.4119
T4,   ,0.8763
T5,   ,0.0928
T6,   ,0.0839
Fz,   ,1.3791
Cz,   ,0.2498
Pz,   ,0.0778
sum,4.14,28.6270
