electrode,time,NMSE
FP1,   ,1.0000
FP2,   ,1.0000
F3,   ,1.0000
F4,   ,1.0000
C3,   ,1.0000
C4,   ,1.0000
P3,   ,1.0000
P4,   ,1.0000
O1,   ,1.0000
O2,   ,1.0000
F7,   ,1.0000
F8,   ,1.0000
T3,   ,1.0000
T4,   ,1.0000
T5,   ,1.0000
T6,   ,1.0000
Fz,   ,1.0000
Cz,   ,1.0000
Pz,   ,1.0000
sum,2.06,19.0000
