electrode,time,NMSE
FP1,   ,1.4999
FP2,   ,1.5761
F3,   ,0.2263
F4,   ,0.2361
C3,   ,0.0349
C4,   ,0.0419
P3,   ,0.0076
P4,   ,0.0088
O1,   ,0.0056
O2,   ,0.0040
F7,   ,0.2664
F8,   ,0.2826
T3,   ,0.0366
T4,   ,0.0505
T5,   ,0.0103
T6,   ,0.0112
Fz,   ,0.2030
Cz,   ,0.0332
Pz,   ,0.0061
sum,3.41,4.5409
