electrode,time,NMSE
FP1,   ,0.2421
FP2,   ,0.2571
F3,   ,0.1827
F4,   ,0.1663
C3,   ,0.2008
C4,   ,0.2073
P3,   ,0.1712
P4,   ,0.2469
O1,   ,0.1166
O2,   ,0.1306
F7,   ,0.2191
F8,   ,0.1986
T3,   ,0.2099
T4,   ,0.1565
T5,   ,0.2818
T6,   ,0.1888
Fz,   ,0.1725
Cz,   ,0.2078
Pz,   ,0.2361
sum,0.62,3.7926
