electrode,time,NMSE
FP1,   ,1.9291
FP2,   ,1.4681
F3,   ,0.4900
F4,   ,0.3441
C3,   ,0.3116
C4,   ,0.1265
P3,   ,0.3301
P4,   ,0.3304
O1,   ,0.6771
O2,   ,0.4755
F7,   ,0.9291
F8,   ,0.6613
T3,   ,0.2174
T4,   ,0.1654
T5,   ,0.3647
T6,   ,0.1834
Fz,   ,0.3644
Cz,   ,0.1959
Pz,   ,0.2978
sum,13.12,9.8617
