electrode,time,NMSE
FP1,   ,0.1036
FP2,   ,0.1174
F3,   ,0.0134
F4,   ,0.0173
C3,   ,0.0038
C4,   ,0.0061
P3,   ,0.0013
P4,   ,0.0056
O1,   ,0.0056
O2,   ,0.0020
F7,   ,0.0112
F8,   ,0.0141
T3,   ,0.0017
T4,   ,0.0028
T5,   ,0.0012
T6,   ,0.0092
Fz,   ,0.0274
Cz,   ,0.0063
Pz,   ,0.0032
sum,2.60,0.3532
