electrode,time,NMSE
FP1,   ,0.6962
FP2,   ,0.7504
F3,   ,0.2455
F4,   ,0.2510
C3,   ,0.0666
C4,   ,0.0572
P3,   ,0.0617
P4,   ,0.0390
O1,   ,0.1168
O2,   ,0.1014
F7,   ,0.3211
F8,   ,0.4061
T3,   ,0.0792
T4,   ,0.0761
T5,   ,0.1408
T6,   ,0.0323
Fz,   ,0.2469
Cz,   ,0.1116
Pz,   ,0.0505
sum,13.89,3.8507
