electrode,time,NMSE
FP1,   ,5.2596
FP2,   ,4.0859
F3,   ,1.0103
F4,   ,0.7769
C3,   ,0.2602
C4,   ,0.3289
P3,   ,0.0961
P4,   ,0.0918
O1,   ,0.0493
O2,   ,0.0315
F7,   ,2.5651
F8,   ,1.5402
T3,   ,0.8981
T4,   ,0.5356
T5,   ,0.0955
T6,   ,0.1029
Fz,   ,1.2899
Cz,   ,0.3851
Pz,   ,0.0874
sum,4.64,19.4903
