electrode,time,NMSE
FP1,   ,0.6701
FP2,   ,0.9988
F3,   ,0.1770
F4,   ,0.2049
C3,   ,0.0588
C4,   ,0.1454
P3,   ,0.0269
P4,   ,0.0239
O1,   ,0.0115
O2,   ,0.0076
F7,   ,0.3901
F8,   ,0.2617
T3,   ,0.2195
T4,   ,0.1127
T5,   ,0.0417
T6,   ,0.0283
Fz,   ,0.3858
Cz,   ,0.1085
Pz,   ,0.0339
sum,3.08,3.9070
