electrode,time,NMSE
FP1,   ,3.1838
FP2,   ,3.1418
F3,   ,0.9911
F4,   ,0.8397
C3,   ,0.4562
C4,   ,0.4484
P3,   ,0.1966
P4,   ,0.1376
O1,   ,0.2229
O2,   ,0.0614
F7,   ,1.1336
F8,   ,0.8688
T3,   ,0.6880
T4,   ,0.5028
T5,   ,0.2291
T6,   ,0.0563
Fz,   ,0.8803
Cz,   ,0.4473
Pz,   ,0.3033
sum,13.25,14.7890
