electrode,time,NMSE
FP1,   ,2.2344
FP2,   ,2.0569
F3,   ,0.4618
F4,   ,0.5305
C3,   ,0.2373
C4,   ,0.1638
P3,   ,0.1867
P4,   ,0.1094
O1,   ,0.0849
O2,   ,0.1391
F7,   ,1.3863
F8,   ,1.4389
T3,   ,0.4605
T4,   ,0.4458
T5,   ,0.2487
T6,   ,0.1397
Fz,   ,0.1742
Cz,   ,0.1831
Pz,   ,0.0869
sum,1.82,10.7690
