electrode,time,NMSE
FP1,   ,0.3993
FP2,   ,0.3157
F3,   ,0.1741
F4,   ,0.1312
C3,   ,0.0704
C4,   ,0.0752
P3,   ,0.0272
P4,   ,0.0356
O1,   ,0.0141
O2,   ,0.0116
F7,   ,0.1952
F8,   ,0.0335
T3,   ,0.0440
T4,   ,0.0242
T5,   ,0.0356
T6,   ,0.0423
Fz,   ,0.1527
Cz,   ,0.0641
Pz,   ,0.0310
sum,2.77,1.8770
