electrode,time,NMSE
FP1,   ,0.4595
FP2,   ,0.5991
F3,   ,0.1158
F4,   ,0.1895
C3,   ,0.0853
C4,   ,0.1913
P3,   ,0.0795
P4,   ,0.0747
O1,   ,0.0827
O2,   ,0.0093
F7,   ,0.1130
F8,   ,0.1750
T3,   ,0.1553
T4,   ,0.0536
T5,   ,0.0476
T6,   ,0.0252
Fz,   ,0.1733
Cz,   ,0.1744
Pz,   ,0.0662
sum,10.57,2.8704
