electrode,time,NMSE
FP1,   ,0.9950
FP2,   ,1.1717
F3,   ,0.6274
F4,   ,0.8607
C3,   ,0.4253
C4,   ,0.5108
P3,   ,0.1208
P4,   ,0.0593
O1,   ,0.0869
O2,   ,0.0682
F7,   ,0.7052
F8,   ,1.1892
T3,   ,0.3711
T4,   ,0.3694
T5,   ,0.0535
T6,   ,0.0924
Fz,   ,0.6170
Cz,   ,0.4888
Pz,   ,0.1508
sum,0.67,8.9634
