electrode,time,NMSE
FP1,   ,5.6514
FP2,   ,4.2503
F3,   ,0.8557
F4,   ,0.6061
C3,   ,0.2204
C4,   ,0.1604
P3,   ,0.0646
P4,   ,0.0589
O1,   ,0.0171
O2,   ,0.0187
F7,   ,2.3134
F8,   ,1.4904
T3,   ,0.4498
T4,   ,0.3335
T5,   ,0.0974
T6,   ,0.0794
Fz,   ,0.9210
Cz,   ,0.1780
Pz,   ,0.0546
sum,2.81,17.8212
