electrode,time,NMSE
FP1,   ,0.3890
FP2,   ,0.9318
F3,   ,0.0741
F4,   ,0.1382
C3,   ,0.0217
C4,   ,0.0435
P3,   ,0.0119
P4,   ,0.0168
O1,   ,0.0174
O2,   ,0.0080
F7,   ,0.0798
F8,   ,0.2326
T3,   ,0.0299
T4,   ,0.0403
T5,   ,0.0163
T6,   ,0.0334
Fz,   ,0.1254
Cz,   ,0.0313
Pz,   ,0.0151
sum,2.05,2.2565
