electrode,time,NMSE
FP1,   ,4.2713
FP2,   ,4.4864
F3,   ,0.8176
F4,   ,0.8618
C3,   ,0.2224
C4,   ,0.2443
P3,   ,0.0985
P4,   ,0.0929
O1,   ,0.0458
O2,   ,0.0414
F7,   ,2.6550
F8,   ,3.3315
T3,   ,0.3561
T4,   ,0.4570
T5,   ,0.1195
T6,   ,0.1487
Fz,   ,0.9093
Cz,   ,0.2354
Pz,   ,0.0765
sum,2.47,19.4716
