electrode,time,NMSE
FP1,   ,2.0205
FP2,   ,2.3665
F3,   ,0.5423
F4,   ,0.5167
C3,   ,0.1250
C4,   ,0.1279
P3,   ,0.0326
P4,   ,0.0380
O1,   ,0.0208
O2,   ,0.0143
F7,   ,0.6777
F8,   ,0.6918
T3,   ,0.1501
T4,   ,0.1086
T5,   ,0.0379
T6,   ,0.0571
Fz,   ,0.2896
Cz,   ,0.1082
Pz,   ,0.0283
sum,3.03,7.9538
