electrode,time,NMSE
FP1,   ,1.0618
FP2,   ,1.5662
F3,   ,0.4564
F4,   ,0.6710
C3,   ,0.4662
C4,   ,0.5760
P3,   ,0.3993
P4,   ,0.3238
O1,   ,0.2415
O2,   ,0.1164
F7,   ,0.3592
F8,   ,0.2813
T3,   ,0.3584
T4,   ,0.3836
T5,   ,0.0639
T6,   ,0.1120
Fz,   ,0.2838
Cz,   ,0.6770
Pz,   ,0.4262
sum,0.56,8.8238
