electrode,time,NMSE
FP1,   ,2.5045
FP2,   ,2.3105
F3,   ,0.6012
F4,   ,0.5968
C3,   ,0.4059
C4,   ,0.4955
P3,   ,0.3840
P4,   ,0.3412
O1,   ,0.3343
O2,   ,0.3754
F7,   ,1.3287
F8,   ,1.3100
T3,   ,0.4718
T4,   ,0.6243
T5,   ,0.3101
T6,   ,0.4166
Fz,   ,0.3197
Cz,   ,0.5306
Pz,   ,0.2698
sum,10.78,13.9310
