electrode,time,NMSE
FP1,   ,2.2847
FP2,   ,2.6167
F3,   ,0.6390
F4,   ,0.6957
C3,   ,0.1470
C4,   ,0.1028
P3,   ,0.0590
P4,   ,0.0568
O1,   ,0.0223
O2,   ,0.0219
F7,   ,1.7225
F8,   ,1.7497
T3,   ,0.5539
T4,   ,0.5841
T5,   ,0.0959
T6,   ,0.0683
Fz,   ,0.7517
Cz,   ,0.1539
Pz,   ,0.0517
sum,2.44,12.3777
