electrode,time,NMSE
FP1,   ,1.2468
FP2,   ,0.6286
F3,   ,0.2509
F4,   ,0.1354
C3,   ,0.0695
C4,   ,0.0612
P3,   ,0.0304
P4,   ,0.0227
O1,   ,0.0117
O2,   ,0.0113
F7,   ,0.2204
F8,   ,0.1598
T3,   ,0.0700
T4,   ,0.0348
T5,   ,0.0343
T6,   ,0.0243
Fz,   ,0.1662
Cz,   ,0.0444
Pz,   ,0.0210
sum,2.09,3.2437
