electrode,time,NMSE
FP1,   ,2.2415
FP2,   ,2.4568
F3,   ,0.7558
F4,   ,0.8454
C3,   ,0.2992
C4,   ,0.4891
P3,   ,0.3231
P4,   ,0.5321
O1,   ,0.1247
O2,   ,0.2174
F7,   ,2.9235
F8,   ,2.2307
T3,   ,0.6767
T4,   ,0.8779
T5,   ,0.1776
T6,   ,0.3108
Fz,   ,0.9284
Cz,   ,0.4119
Pz,   ,0.4674
sum,12.74,17.2899
