electrode,time,NMSE
FP1,   ,0.8245
FP2,   ,0.6232
F3,   ,0.7296
F4,   ,0.6129
C3,   ,0.7598
C4,   ,0.5916
P3,   ,0.5972
P4,   ,0.6024
O1,   ,0.5761
O2,   ,0.4034
F7,   ,0.4780
F8,   ,0.5262
T3,   ,0.6000
T4,   ,0.4032
T5,   ,0.3534
T6,   ,0.6437
Fz,   ,0.7747
Cz,   ,0.6234
Pz,   ,0.7209
sum,1.91,11.4442
