electrode,time,NMSE
FP1,   ,1.9406
FP2,   ,2.0523
F3,   ,0.4523
F4,   ,0.4082
C3,   ,0.1682
C4,   ,0.2019
P3,   ,0.2534
P4,   ,0.3544
O1,   ,0.3039
O2,   ,0.3712
F7,   ,0.5291
F8,   ,0.4822
T3,   ,0.2072
T4,   ,0.3661
T5,   ,0.5508
T6,   ,0.4224
Fz,   ,0.4239
Cz,   ,0.2644
Pz,   ,0.2031
sum,0.59,9.9555
