electrode,time,NMSE
FP1,   ,0.6526
FP2,   ,0.8251
F3,   ,0.1375
F4,   ,0.1899
C3,   ,0.0490
C4,   ,0.0439
P3,   ,0.0317
P4,   ,0.0533
O1,   ,0.1064
O2,   ,0.0872
F7,   ,0.3162
F8,   ,0.4800
T3,   ,0.0556
T4,   ,0.0816
T5,   ,0.0449
T6,   ,0.0480
Fz,   ,0.1772
Cz,   ,0.0492
Pz,   ,0.0633
sum,0.56,3.4926
