electrode,time,NMSE
FP1,   ,1.6755
FP2,   ,0.8065
F3,   ,0.3673
F4,   ,0.1965
C3,   ,0.0929
C4,   ,0.1289
P3,   ,0.1769
P4,   ,0.1337
O1,   ,0.1334
O2,   ,0.1026
F7,   ,0.6870
F8,   ,0.3190
T3,   ,0.2191
T4,   ,0.2294
T5,   ,0.3293
T6,   ,0.1120
Fz,   ,0.2249
Cz,   ,0.1187
Pz,   ,0.2962
sum,5.10,6.3499
