electrode,time,NMSE
FP1,   ,1.3976
FP2,   ,1.6572
F3,   ,0.3942
F4,   ,0.3861
C3,   ,0.1528
C4,   ,0.2485
P3,   ,0.1742
P4,   ,0.1128
O1,   ,0.2806
O2,   ,0.1473
F7,   ,0.8906
F8,   ,0.9645
T3,   ,0.5251
T4,   ,0.3818
T5,   ,0.3778
T6,   ,0.2054
Fz,   ,0.3880
Cz,   ,0.1600
Pz,   ,0.1837
sum,1.36,9.0284
