electrode,time,NMSE
FP1,   ,0.4074
FP2,   ,0.3166
F3,   ,0.1684
F4,   ,0.1251
C3,   ,0.0630
C4,   ,0.0661
P3,   ,0.0181
P4,   ,0.0350
O1,   ,0.0104
O2,   ,0.0111
F7,   ,0.2117
F8,   ,0.0266
T3,   ,0.0487
T4,   ,0.0207
T5,   ,0.0356
T6,   ,0.0425
Fz,   ,0.1507
Cz,   ,0.0546
Pz,   ,0.0272
sum,2.28,1.8395
