electrode,time,NMSE
FP1,   ,0.6798
FP2,   ,0.6409
F3,   ,0.5071
F4,   ,0.4095
C3,   ,0.6022
C4,   ,0.5310
P3,   ,0.6010
P4,   ,0.5168
O1,   ,0.4488
O2,   ,0.4190
F7,   ,0.4548
F8,   ,0.2685
T3,   ,0.5679
T4,   ,0.5426
T5,   ,0.5464
T6,   ,0.2441
Fz,   ,0.5600
Cz,   ,0.5991
Pz,   ,0.5810
sum,0.55,9.7205
