electrode,time,NMSE
FP1,   ,2.6703
FP2,   ,2.9676
F3,   ,0.4661
F4,   ,0.6013
C3,   ,0.1128
C4,   ,0.1509
P3,   ,0.0413
P4,   ,0.0469
O1,   ,0.0349
O2,   ,0.0296
F7,   ,0.4660
F8,   ,0.5894
T3,   ,0.0845
T4,   ,0.1090
T5,   ,0.0303
T6,   ,0.0526
Fz,   ,0.5369
Cz,   ,0.1142
Pz,   ,0.0403
sum,3.61,9.1451
