electrode,time,NMSE
FP1,   ,0.0162
FP2,   ,0.0189
F3,   ,0.0073
F4,   ,0.0111
C3,   ,0.0019
C4,   ,0.0032
P3,   ,0.0013
P4,   ,0.0019
O1,   ,0.0066
O2,   ,0.0028
F7,   ,0.0143
F8,   ,0.0150
T3,   ,0.0089
T4,   ,0.0137
T5,   ,0.0076
T6,   ,0.0005
Fz,   ,0.0076
Cz,   ,0.0020
Pz,   ,0.0006
sum,3.69,0.1414
