electrode,time,NMSE
FP1,   ,2.0995
FP2,   ,2.9047
F3,   ,0.2993
F4,   ,0.5442
C3,   ,0.0817
C4,   ,0.1687
P3,   ,0.0475
P4,   ,0.0692
O1,   ,0.0196
O2,   ,0.0134
F7,   ,0.2489
F8,   ,0.3078
T3,   ,0.0377
T4,   ,0.0898
T5,   ,0.0293
T6,   ,0.0596
Fz,   ,0.0240
Cz,   ,0.1111
Pz,   ,0.0516
sum,2.50,7.2075
