electrode,time,NMSE
FP1,   ,3.3034
FP2,   ,3.3963
F3,   ,0.7139
F4,   ,0.7723
C3,   ,0.2520
C4,   ,0.2462
P3,   ,0.0979
P4,   ,0.0808
O1,   ,0.0244
O2,   ,0.0229
F7,   ,1.5805
F8,   ,1.7707
T3,   ,0.7160
T4,   ,0.6341
T5,   ,0.1438
T6,   ,0.0862
Fz,   ,0.7071
Cz,   ,0.2060
Pz,   ,0.0643
sum,3.75,14.8188
