electrode,time,NMSE
FP1,   ,2.8323
FP2,   ,2.8437
F3,   ,0.8778
F4,   ,1.0136
C3,   ,0.4734
C4,   ,0.7362
P3,   ,0.2523
P4,   ,0.6640
O1,   ,0.1034
O2,   ,0.1997
F7,   ,1.0100
F8,   ,1.4888
T3,   ,0.3119
T4,   ,0.6097
T5,   ,0.1678
T6,   ,0.3424
Fz,   ,0.9255
Cz,   ,0.7161
Pz,   ,0.4909
sum,12.81,16.0595
