electrode,time,NMSE
FP1,   ,1.3811
FP2,   ,1.6181
F3,   ,0.4637
F4,   ,0.5467
C3,   ,0.2974
C4,   ,0.4450
P3,   ,0.6267
P4,   ,0.5100
O1,   ,0.5175
O2,   ,0.3335
F7,   ,0.9518
F8,   ,1.0023
T3,   ,0.3998
T4,   ,0.4166
T5,   ,0.5304
T6,   ,0.3715
Fz,   ,0.4641
Cz,   ,0.2644
Pz,   ,0.4062
sum,13.09,11.5468
