electrode,time,NMSE
FP1,   ,0.7492
FP2,   ,0.7389
F3,   ,0.3242
F4,   ,0.2759
C3,   ,0.0963
C4,   ,0.0790
P3,   ,0.0210
P4,   ,0.0254
O1,   ,0.0184
O2,   ,0.0185
F7,   ,0.3409
F8,   ,0.2666
T3,   ,0.1048
T4,   ,0.0600
T5,   ,0.0359
T6,   ,0.0330
Fz,   ,0.2049
Cz,   ,0.0581
Pz,   ,0.0169
sum,3.78,3.4680
